locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,old_locus_tag,annotation
HAH_RS00265,64.59746241106497,0.910727104285675,0.24165702662252547,0,1,1,HAH_0055,MinD/ParA family protein
HAH_RS00270,170.38376987745056,0.6084446525424599,0.2253422826773333,0,1,1,HAH_0056,transcription initiation factor IIB family protein
HAH_RS00275,2138.6359776975673,-0.056039184260105054,0.09264502976699454,-0,1,1,HAH_0057,hypothetical protein
HAH_RS00280,5237.722369798819,0.17273334350628552,0.15331055942151872,0,1,1,HAH_0058,hypothetical protein
HAH_RS00285,1613.081863649898,-0.30970612401666414,0.1584027232979881,-0,1,1,HAH_0059,NAD(P)H-dependent oxidoreductase
HAH_RS00290,1071.1199085573046,0.42963212823979635,0.2950200393580613,0,1,1,HAH_0060,hypothetical protein
HAH_RS00295,4169.636377117556,-0.15838245942605314,0.1439589677142608,-0,1,1,HAH_0061,Rieske 2Fe-2S domain-containing protein
HAH_RS00300,4675.619582712262,0.14937218612521166,0.13449840965528256,0,1,1,HAH_0062,MATE family efflux transporter
HAH_RS00305,1875.514775211617,-0.018293681553882384,0.1236301474102737,-0,1,1,HAH_0063,TetR/AcrR family transcriptional regulator
HAH_RS00310,3420.3354529729654,0.16116020152594557,0.13020757851059317,0,1,1,HAH_0064,Lrp/AsnC family transcriptional regulator
HAH_RS00315,59560.049981354874,0.743217309022999,0.18189718958653694,0,1,1,HAH_0065,type I glutamate--ammonia ligase
HAH_RS00320,2370.649012850191,0.1446360299379073,0.12206795792104345,0,1,1,HAH_0066,phosphatase PAP2 family protein
HAH_RS00325,3012.2624844249176,0.04623854901352529,0.11441685856999946,0,1,1,HAH_0067,YihY/virulence factor BrkB family protein
HAH_RS00330,3185.351564701964,-5.026584575898151e-4,0.17901794082965122,-0,1,1,HAH_0068,MATE family efflux transporter
HAH_RS00335,2535.1147855477757,0.4650396162671092,0.2314074206004347,0,1,1,HAH_0069,hypothetical protein
HAH_RS00340,2383.645752076365,0.37183482269569973,0.23698726517593097,0,1,1,HAH_0070,tRNA (guanine(26)-N(2))-dimethyltransferase
HAH_RS00345,261.8689818720324,-0.015952006005130734,0.151257468229509,-0,1,1,HAH_0071,ATP-binding protein
HAH_RS00350,2583.0469075988194,0.3707932562781042,0.15269044718250213,0,1,1,HAH_0072,hypothetical protein
HAH_RS00355,669.3026247905544,0.546429964930874,0.12474848246335603,0,1,1,HAH_0073,acetoacetate decarboxylase family protein
HAH_RS00360,997.4880585298001,0.43731599959335354,0.10693497348830966,0,1,1,HAH_0074,SDR family oxidoreductase
HAH_RS00365,4725.2757477112955,0.25093870939729274,0.09534674222252333,0,1,1,HAH_0075,imidazole glycerol phosphate synthase subunit HisH
HAH_RS00370,503.4243323627271,0.7390240271479025,0.2583459235338887,0,1,1,HAH_0076,hypothetical protein
HAH_RS00375,2144.970610665366,0.23890844715239953,0.11623873535095278,0,1,1,HAH_0077,uracil-DNA glycosylase
HAH_RS00380,62.939214296175805,0.032396726296454764,0.15133865044212944,0,1,1,HAH_0078,RidA family protein
HAH_RS00385,1133.930517768375,-0.17134835184440103,0.26783282159536753,-0,1,1,HAH_0079,DUF99 family protein
HAH_RS00390,2349.731229781301,-0.6470080928842857,0.28879213724871394,-0,1,1,HAH_0080,DUF5786 family protein
HAH_RS00395,1251.2963385184805,0.11842969264895321,0.08595524180615186,0,1,1,HAH_0081,MBL fold metallo-hydrolase
HAH_RS00400,1248.8049989251303,0.17666132173282156,0.07373653615591153,0,1,1,HAH_0082,hypothetical protein
HAH_RS19065,1941.7373868241768,0.5041017461083178,0.18600759191370878,0,1,1,HAH_0083,50S ribosomal protein L40e
HAH_RS00405,2187.3348113334055,0.45167322564285695,0.07921867523521006,0,1,1,HAH_0084,hypothetical protein
HAH_RS00410,7511.938617022157,0.49058059747801785,0.21008783399431777,0,1,1,HAH_0085,DUF367 family protein
HAH_RS00415,8515.173192297529,-0.11274090123277769,0.082459046824046,-0,1,1,HAH_0086,redoxin domain-containing protein
HAH_RS00420,1014.786594456913,-0.02867954941099379,0.106242238136057,-0,1,1,HAH_0087,nuclear transport factor 2 family protein
HAH_RS00425,386.1050051639878,0.8587712783371186,0.20209787277580865,0,1,1,HAH_0088,class I SAM-dependent methyltransferase
HAH_RS00430,11576.522886142766,0.5162254941681719,0.09773047144282873,0,1,1,HAH_0089,serine--tRNA ligase
HAH_RS00435,1121.0741036935483,0.37804447811276826,0.12137395007913476,0,1,1,HAH_0090,universal stress protein
HAH_RS00440,11542.571486534895,0.19541947119611644,0.08632740265007846,0,1,1,HAH_0091,MBL fold metallo-hydrolase
HAH_RS00445,18509.357836282154,0.12383386748365152,0.1621428156823756,0,1,1,HAH_0092,cation:proton antiporter
HAH_RS00450,440.03255971283056,0.4761843525435684,0.11965185072434968,0,1,1,HAH_0093,PaaI family thioesterase
HAH_RS19785,22.90701465257998,0.8315251791807644,0.27244010929712276,0,1,1,HAH_0094,hypothetical protein
HAH_RS00455,2254.112947016022,-0.35005088171323784,0.1747347738156478,-0,1,1,HAH_0095,NUDIX domain-containing protein
HAH_RS00460,8146.013797790655,0.06269718617024417,0.1583271395810374,0,1,1,HAH_0096,thiolase family protein
HAH_RS00465,331.17338059446956,-0.39817944465772376,0.15593601505161708,-0,1,1,HAH_0097,pyridoxamine 5'-phosphate oxidase family protein
HAH_RS00470,2539.5591579167526,-0.9149227456248009,0.25632380916465825,-0,1,1,HAH_0098,DUF1508 domain-containing protein
HAH_RS00475,9600.756892638674,-0.4172329542003836,0.2219476281258004,-0,1,1,HAH_0099,ATP-binding protein
HAH_RS00480,221.45374936731477,-0.19210782116180306,0.22226340434712905,-0,1,1,HAH_0100,hypothetical protein
HAH_RS00485,2239.3997976340424,0.23038480437869832,0.11767492283865227,0,1,1,HAH_0101,MBL fold metallo-hydrolase
HAH_RS00490,953.154498625473,0.1164090261952726,0.15903557604855473,0,1,1,HAH_0102,hypothetical protein
HAH_RS00495,2185.148561591386,0.19636827767415166,0.07662934706016697,0,1,1,HAH_0103,DUF5787 family protein
HAH_RS00500,3929.1295992705104,-0.41479789051483906,0.09315537812986813,-0,1,1,HAH_0105,helix-turn-helix domain-containing protein
HAH_RS00505,29281.68051246209,0.4379048372357781,0.1183713785893776,0,1,1,HAH_0106,translation initiation factor IF-2 subunit gamma
HAH_RS00510,6882.288099785565,0.44455101454596246,0.11517791141826869,0,1,1,HAH_0107,DUF188 domain-containing protein
HAH_RS00515,15380.92516983719,0.47170448426179196,0.13174541847194376,0,1,1,HAH_0108,DNA-directed RNA polymerase
HAH_RS00520,2776.593320433138,0.2301935749291302,0.1317242492283736,0,1,1,HAH_0109,DNA-directed RNA polymerase subunit E''
HAH_RS00525,5343.083483944954,0.7090111377250147,0.12897456570956753,0,1,1,HAH_0110,GTP-dependent dephospho-CoA kinase family protein
HAH_RS19430,203.07310326856353,0.25566816159958716,0.1898611913035545,0,1,1,NA,rubrerythrin-like domain-containing protein
HAH_RS00530,4196.745403513151,-0.29151599917934484,0.10113038615737133,-0,1,1,HAH_0111,RNA methyltransferase
HAH_RS00535,428.9111465253769,0.3018538242371608,0.11861523593297697,0,1,1,HAH_0112,hypothetical protein
HAH_RS00540,99.10786360583928,0.9602637160076691,0.17990525116006106,0,1,1,HAH_0113,hypothetical protein
HAH_RS00545,2289.884506367068,0.29716127700998207,0.06718167493837938,0,1,1,HAH_0114,ATP phosphoribosyltransferase
HAH_RS00550,604.3684224162549,0.4693529263197129,0.12465885107877471,0,1,1,HAH_0115,MFS transporter
HAH_RS00555,4923.154945566079,0.29414176681458903,0.114349733264589,0,1,1,HAH_0116,amidohydrolase
HAH_RS00560,462.40465380518754,0.2820199050277522,0.1890263375803124,0,1,1,HAH_0117,hypothetical protein
HAH_RS00565,21210.382452476275,0.2924946634342582,0.14298933134472147,0,1,1,HAH_0118,adenosylhomocysteinase
HAH_RS00570,848.2027434021185,0.3616896306151091,0.14708617189415105,0,1,1,HAH_0119,hypothetical protein
HAH_RS19790,266.29163343913456,-0.3080101458422848,0.3180465434517937,-0,1,1,HAH_0120,hypothetical protein
HAH_RS00575,4893.633530403761,0.30745283692019587,0.11616198200776479,0,1,1,HAH_0121,DNA primase regulatory subunit PriL
HAH_RS00580,1360.4784811188192,0.07293307312061854,0.15505916038629436,0,1,1,HAH_0122,hypothetical protein
HAH_RS00585,1344.6211004807265,0.5202234528032508,0.14188996640786866,0,1,1,HAH_0123,SWIM zinc finger family protein
HAH_RS00590,942.8438417922475,0.235584972247587,0.13760395662186217,0,1,1,HAH_0124,nucleoid-structuring protein H-NS
HAH_RS00595,692.5911600222379,0.15667525671364674,0.15825653243491894,0,1,1,HAH_0125,DUF4382 domain-containing protein
HAH_RS00600,7491.999707161863,-0.4239743810544563,0.14807803282434306,-0,1,1,HAH_0126,hypothetical protein
HAH_RS00605,6087.254798751406,0.6568905296964309,0.2282556471345415,0,1,1,HAH_0127,alpha/beta hydrolase
HAH_RS00610,11086.292393636095,0.4057351395774024,0.12913415330469594,0,1,1,HAH_0128,DNA polymerase sliding clamp
HAH_RS00615,1783.257450412702,0.5538030788599517,0.16431882012541757,0,1,1,HAH_0129,copper-containing nitrite reductase
HAH_RS00625,4141.998155269061,0.31267049244645795,0.17061674117972045,0,1,1,HAH_0130,23S rRNA (uridine(2552)-2'-O)-methyltransferase
HAH_RS00630,1007.5176386610424,0.34750962825913334,0.23764815104626716,0,1,1,HAH_0131,queuosine precursor transporter
HAH_RS00635,116.92332448464795,0.602130667202075,0.24285030425659218,0,1,1,HAH_0132,"ribbon-helix-helix protein, CopG family"
HAH_RS00640,12853.674617035547,0.4499271138067891,0.27221487305374087,0,1,1,HAH_0133,twin-arginine translocase subunit TatC
HAH_RS00645,13426.164844004643,0.47110809246138363,0.17332631994663167,0,1,1,HAH_0134,twin-arginine translocase subunit TatC
HAH_RS00650,4222.217546772849,0.5572720226944761,0.18982774104079128,0,1,1,HAH_0135,histidine phosphatase family protein
HAH_RS00655,2739.002958900338,0.1500302803133409,0.1088515696325977,0,1,1,HAH_0136,ATP-dependent sacrificial sulfur transferase LarE
HAH_RS00660,9022.884994225906,-0.2624949616228976,0.10535194152309979,-0,1,1,HAH_0137,helix-hairpin-helix domain-containing protein
HAH_RS00665,8224.643736567967,0.24322520819863738,0.0723769774549205,0,1,1,HAH_0138,ORC1-type DNA replication protein
HAH_RS00670,3310.3009811884667,-0.1299291452501337,0.1361765332845413,-0,1,1,HAH_0139,hypothetical protein
HAH_RS00675,531.868419088144,0.2432111899022368,0.09057692097729571,0,1,1,HAH_0141,RidA family protein
HAH_RS00680,1835.6449474440185,0.42693614833864973,0.15967643974937729,0,1,1,HAH_0142,MATE family efflux transporter
HAH_RS00685,1371.7050309248737,0.032218497438811285,0.09500134242753645,0,1,1,HAH_0143,enoyl-CoA hydratase
HAH_RS00690,763.9198869577448,0.03870304866596786,0.1317808106061146,0,1,1,HAH_0144,ferredoxin
HAH_RS00695,13846.286615967661,0.3971687770791821,0.16664891201559523,0,1,1,HAH_0145,ATP-dependent DNA helicase
HAH_RS00700,2901.295395466754,0.2663714479311973,0.18266438950594513,0,1,1,HAH_0146,KEOPS complex subunit Cgi121
HAH_RS00705,325.77931970615856,0.13997629692055918,0.19004562882881454,0,1,1,HAH_0147,hypothetical protein
HAH_RS00710,778.2884984592229,0.16025097063417446,0.09716428783340918,0,1,1,HAH_0148,NADH-dependent flavin oxidoreductase
HAH_RS00715,1223.6690298668682,0.4008170753399359,0.11465826184625037,0,1,1,HAH_0149,alpha/beta hydrolase
HAH_RS00720,20460.323318250707,0.019413357214135982,0.0688287077982517,0,1,1,HAH_0150,MaoC family dehydratase
HAH_RS00725,6982.740485515831,-0.15500746668107107,0.1713572298351961,-0,1,1,HAH_0151,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
HAH_RS00730,13029.466385880354,-0.05651394900887958,0.17128641401784744,-0,1,1,HAH_0152,hypothetical protein
HAH_RS00735,8464.203646052048,-0.017026406979033477,0.10344961252627753,-0,1,1,HAH_0153,poly(3-hydroxyalkanoate) synthase subunit PhaE
HAH_RS00740,16744.37720797886,0.04574315213102195,0.10663376406950102,0,1,1,HAH_0154,poly(3-hydroxyalkanoate) polymerase subunit PhaC
HAH_RS00745,367.60734665755746,0.3920411711926705,0.11016243234957313,0,1,1,HAH_0155,TIGR00725 family protein
HAH_RS00750,788.6386470279356,1.0771857319346763,0.2880990726928523,0.26791385065291545,0.7887656320396225,1,HAH_0156,hypothetical protein
HAH_RS00755,159268.97587265074,0.6777211819682063,0.26225595896268866,0,1,1,HAH_0157,TCP-1/cpn60 chaperonin family protein
HAH_RS00760,7155.749241897815,-0.10028046686386191,0.18511850569798288,-0,1,1,HAH_0158,ATP-binding protein
HAH_RS00765,8471.733132017716,0.15495224735939245,0.10444505189666894,0,1,1,HAH_0159,DUF5784 family protein
HAH_RS19795,1499.793130569872,-0.4702036999130789,0.3314476662516217,-0,1,1,HAH_0160,DUF5786 family protein
HAH_RS00770,1309.5385444215733,0.43598994205404973,0.15391052135259708,0,1,1,HAH_0161,hypothetical protein
HAH_RS00775,4835.219979242338,0.629838192780544,0.23217849748889652,0,1,1,HAH_0162,NAD(P)H-binding protein
HAH_RS00780,7937.345607140112,0.5499083360681116,0.10354007646128309,0,1,1,HAH_0163,SDR family oxidoreductase
HAH_RS00785,533.8257836260993,0.07112997871942062,0.08537513872716816,0,1,1,HAH_0164,hypothetical protein
HAH_RS00790,1040.0812896517884,1.3273284507629133,0.1790622308186851,1.8280150384944083,0.06754729469228547,1,HAH_0165,CPBP family intramembrane metalloprotease
HAH_RS00795,133.59935334869587,0.31500595863251307,0.13631899214605822,0,1,1,HAH_0166,winged helix-turn-helix domain-containing protein
HAH_RS00800,60.35250127511761,0.3216644937489583,0.24957774824182752,0,1,1,HAH_0167,hypothetical protein
HAH_RS00805,49.36472260344497,0.018316796525201316,0.27136863544214507,0,1,1,HAH_0168,hypothetical protein
HAH_RS00810,43474.219990705875,0.7733246039433422,0.26295758025121774,0,1,1,HAH_0169,cold shock domain-containing protein
HAH_RS00815,4026.6322400711715,0.03971993206322266,0.10472444713016744,0,1,1,HAH_0170,ATP-dependent DNA helicase
HAH_RS00820,3076.337744448071,0.34532432618116293,0.17098408504324275,0,1,1,HAH_0171,class I SAM-dependent methyltransferase family protein
HAH_RS00825,4311.763979384735,0.40149675190908257,0.16035655433211865,0,1,1,HAH_0172,hypothetical protein
HAH_RS00830,696.7108639635584,0.30366534741334683,0.1419076423297208,0,1,1,HAH_0173,NAD(P)-dependent oxidoreductase
HAH_RS00835,4298.081008810745,0.19668618714294495,0.0736471224028617,0,1,1,HAH_0174,zinc metalloprotease HtpX
HAH_RS00840,1367.1162059152375,0.1318557677426832,0.06035651784655448,0,1,1,HAH_0175,hypothetical protein
HAH_RS00845,15370.649432873402,1.0546565174517373,0.10795276997087469,0.506300278042735,0.6126458678569393,1,HAH_0176,DNA repair and recombination protein RadA
HAH_RS00850,14715.307942813335,0.3655574572980032,0.11746060142065398,0,1,1,HAH_0177,aldo/keto reductase
HAH_RS00855,1852.8319283787903,0.16780915451373812,0.07233905735286435,0,1,1,HAH_0178,CPBP family intramembrane metalloprotease
HAH_RS00860,3817.8264257044207,0.15838834352627046,0.08728357229169662,0,1,1,HAH_0179,acyltransferase
HAH_RS00865,663.8077775898656,0.15546850591042274,0.06063121212191749,0,1,1,HAH_0180,hypothetical protein
HAH_RS00870,5749.123917193878,0.1273666573783828,0.12385320603776316,0,1,1,HAH_0181,KaiA-binding protein
HAH_RS00875,3014.8690263857156,0.10291845308814404,0.15142064871734784,0,1,1,HAH_0182,hypothetical protein
HAH_RS00880,814.2722936312141,-0.2951368073958733,0.8996742447934201,-0,1,1,HAH_0183,hypothetical protein
HAH_RS00885,2319.592558534498,-0.045062214392151134,0.09297338403353951,-0,1,1,HAH_0184,PHP domain-containing protein
HAH_RS19800,2757.066196562319,-0.08027819506526546,0.12598312567531508,-0,1,1,HAH_0185,hypothetical protein
HAH_RS00890,813.104436492562,0.26390774405476686,0.22721437943082823,0,1,1,HAH_0186,cupin domain-containing protein
HAH_RS00895,3505.950326964901,-0.6829143780015283,0.125238869294151,-0,1,1,HAH_0187,type 1 glutamine amidotransferase
HAH_RS19805,6475.954384081359,-4.602994034074495,0.18038758221093143,-19.973625622751733,9.341976912247458e-89,1.7987976544532478e-85,HAH_0188,hypothetical protein
HAH_RS00900,292.5178009400863,0.1855297067892122,0.14829841778909136,0,1,1,HAH_0189,hypothetical protein
HAH_RS00905,4650.143816719889,0.24335723732995332,0.1268365475925221,0,1,1,HAH_0190,aldo/keto reductase
HAH_RS00910,4090.7583828935412,0.04291757389428691,0.16845221273426408,0,1,1,HAH_0191,Gfo/Idh/MocA family oxidoreductase
HAH_RS00915,2321.0152425023225,-0.26202014667991935,0.13489801453777248,-0,1,1,HAH_0192,hypothetical protein
HAH_RS00920,729.3443069277484,-0.7391226506564416,0.32559531510919576,-0,1,1,HAH_0193,zinc-ribbon domain-containing protein
HAH_RS00925,20.36637385056401,-0.0242979613691065,0.256482804745463,-0,1,1,HAH_0194,hypothetical protein
HAH_RS00930,3562.119759719946,0.3419390962105068,0.12495638315156726,0,1,1,HAH_0195,endonuclease NucS
HAH_RS00935,280.8279691001233,-0.3412558719808017,0.24150801982820413,-0,1,1,HAH_0196,hypothetical protein
HAH_RS00940,242.63455979858222,0.006364534575048278,0.1636143585000001,0,1,1,HAH_0197,helix-turn-helix domain-containing protein
HAH_RS00945,6641.19600504857,0.3250956417227769,0.1822355487362719,0,1,1,HAH_0198,DNA mismatch repair protein MutS
HAH_RS00950,2442.793928169718,-0.4134115631471325,0.12674707339342894,-0,1,1,HAH_0199,hypothetical protein
HAH_RS00955,94132.97894028404,0.452185462393947,0.1900383949635244,0,1,1,HAH_0200,TCP-1/cpn60 chaperonin family protein
HAH_RS00960,1147.4323911419986,0.2575479278663674,0.11530083197922503,0,1,1,HAH_0201,hypothetical protein
HAH_RS00965,456.031044880316,0.1769241302728644,0.16550690558331443,0,1,1,HAH_0202,alanine dehydrogenase
HAH_RS00970,1705.6511832072729,-0.03146136800745567,0.15084449622606275,-0,1,1,HAH_0203,hypothetical protein
HAH_RS19810,330.29836843454325,0.6866717723512292,0.27216448660572445,0,1,1,HAH_0204,hypothetical protein
HAH_RS00975,223.61565216453485,0.7304013654806212,0.26785951326160623,0,1,1,HAH_0205,hypothetical protein
HAH_RS00980,2225.2455840333205,-0.4193137111172581,0.18137469632538353,-0,1,1,HAH_0206,PAS domain-containing sensor histidine kinase
HAH_RS00985,20343.85322271975,0.3103290453134598,0.09402506368772966,0,1,1,HAH_0207,leucine--tRNA ligase
HAH_RS00990,1100.3694033542802,0.0380816983544799,0.12496551858253646,0,1,1,HAH_0208,peroxiredoxin
HAH_RS00995,1062.7701353028972,-0.04507511255743999,0.1406184142515208,-0,1,1,HAH_0209,Hsp20/alpha crystallin family protein
HAH_RS01000,1133.7160682850738,-0.20407118817475933,0.17904916566182286,-0,1,1,HAH_0210,prephenate dehydratase
HAH_RS01005,897.3517709641,0.6981513677796096,0.2272568572537476,0,1,1,HAH_0211,DUF4234 domain-containing protein
HAH_RS01010,1352.1673373791045,0.5223963579557784,0.09593415687618896,0,1,1,HAH_0212,hypothetical protein
HAH_RS01015,10676.198617492526,-0.07033851616937176,0.08781488393286287,-0,1,1,HAH_0213,dihydrolipoyl dehydrogenase
HAH_RS01020,663.8241966294254,-0.7650389617196646,0.16785639351052734,-0,1,1,HAH_0214,hypothetical protein
HAH_RS01025,11191.195547722013,-1.0479149270247252,0.0767782702034286,-0.6240688530462039,0.5325823680453248,1,HAH_0215,2-oxo acid dehydrogenase subunit E2
HAH_RS01030,5545.7460619369,-1.0736941298371179,0.0920527198377737,-0.8005643936104275,0.4233838708730036,1,HAH_0216,alpha-ketoacid dehydrogenase subunit beta
HAH_RS01035,6503.061716580548,-1.0704484868653332,0.08781828369846804,-0.8022075119029247,0.42243293179664093,1,HAH_0217,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
HAH_RS01040,4545.843475205502,0.1385503468020684,0.06832925234890436,0,1,1,HAH_0218,lipoyl synthase
HAH_RS01045,2383.2029122398176,0.9763292322294097,0.3288666824666747,0,1,1,HAH_0219,class I SAM-dependent methyltransferase
HAH_RS01050,11243.63347531768,-0.10369597116524445,0.16289166375298944,-0,1,1,HAH_0220,DEAD/DEAH box helicase
HAH_RS01055,6894.905286838605,0.2741529094030986,0.25734960670226903,0,1,1,HAH_0221,hypothetical protein
HAH_RS01060,491.1930066526013,0.5541641853960302,0.1035411580984933,0,1,1,HAH_0222,HAD family phosphatase
HAH_RS01065,57.011935142192065,1.060379185506835,0.1824358914700777,0.33096111198457945,0.7406738598684042,1,HAH_0223,endonuclease NucS
HAH_RS01070,2159.0298234460724,0.21372121132529145,0.09704411219104668,0,1,1,HAH_0224,tRNA-intron lyase
HAH_RS01075,10419.572714366113,-0.053220639664535184,0.14729011026315994,-0,1,1,HAH_0225,tryptophan--tRNA ligase
HAH_RS01080,8383.322058617237,0.2599809937921355,0.10162429161610542,0,1,1,HAH_0226,phenylalanine--tRNA ligase subunit alpha
