locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,old_locus_tag,annotation
HAH_RS00230,812.4241971870077,0.24566939278198216,0.2164364867902754,0,1,1,HAH_0048,methyl-accepting chemotaxis protein
HAH_RS00235,254.41708017384565,0.31363054420121805,0.26596470655934645,0,1,1,HAH_0049,BMP family protein
HAH_RS00240,19757.725852509207,0.428771198896391,0.18073352375879534,0,1,1,HAH_0050,helix-turn-helix domain-containing protein
HAH_RS00245,1213.4334953423518,0.33504705277406766,0.22878567488321716,0,1,1,HAH_0051,hypothetical protein
HAH_RS00250,129.30486896825835,0.4481548405929429,0.143774122954783,0,1,NA,HAH_0052,hypothetical protein
HAH_RS00255,660.7737890919865,0.44861653222371833,0.10156163869094109,0,1,1,HAH_0053,hypothetical protein
HAH_RS00260,156.70114119891755,0.7978308739378415,0.23495941652099003,0,1,NA,HAH_0054,hypothetical protein
HAH_RS00265,60.50523611515962,0.7184492925282933,0.2280251096913254,0,1,NA,HAH_0055,MinD/ParA family protein
HAH_RS00270,160.6850885010192,0.45220630438285847,0.23318129423950223,0,1,NA,HAH_0056,transcription initiation factor IIB family protein
HAH_RS00275,2105.50965356891,-0.129771441203443,0.13935396761986357,-0,1,1,HAH_0057,hypothetical protein
HAH_RS00280,5063.556353684396,0.07642089850213361,0.14935358072376081,0,1,1,HAH_0058,hypothetical protein
HAH_RS00285,1639.382727111922,-0.32608124942187267,0.19050212635232866,-0,1,1,HAH_0059,NAD(P)H-dependent oxidoreductase
HAH_RS00290,1125.6812045431445,0.32877331014532984,0.36476204744030305,0,1,1,HAH_0060,hypothetical protein
HAH_RS00295,4265.831693278448,-0.10198932978026992,0.19550628488095192,-0,1,1,HAH_0061,Rieske 2Fe-2S domain-containing protein
HAH_RS00300,4548.163074760393,0.11039845355581661,0.1516526906853494,0,1,1,HAH_0062,MATE family efflux transporter
HAH_RS00305,1765.8828634169442,-0.06666869135694249,0.16445575131124912,-0,1,1,HAH_0063,TetR/AcrR family transcriptional regulator
HAH_RS00310,3120.369059702062,0.05445998997681369,0.15796149829152803,0,1,1,HAH_0064,Lrp/AsnC family transcriptional regulator
HAH_RS00315,55847.99201480754,0.6993208188169446,0.23811577536337097,0,1,1,HAH_0065,type I glutamate--ammonia ligase
HAH_RS00320,2242.0752075258556,0.019940765014597982,0.179999223032097,0,1,1,HAH_0066,phosphatase PAP2 family protein
HAH_RS00325,2997.425542562197,0.0012309810344751995,0.1636559432183538,0,1,1,HAH_0067,YihY/virulence factor BrkB family protein
HAH_RS00330,2878.2951319843355,-0.1553957715828587,0.1823642498111725,-0,1,1,HAH_0068,MATE family efflux transporter
HAH_RS00335,2379.8082401012243,0.3160471884558062,0.21835335546290238,0,1,1,HAH_0069,hypothetical protein
HAH_RS00340,2204.7675982832343,0.1959671356711804,0.22601468543634606,0,1,1,HAH_0070,tRNA (guanine(26)-N(2))-dimethyltransferase
HAH_RS00345,264.97219987269466,-0.01817795243575235,0.1469457130043294,-0,1,1,HAH_0071,ATP-binding protein
HAH_RS00350,2529.4149569820397,0.2635966419449273,0.15893739610092766,0,1,1,HAH_0072,hypothetical protein
HAH_RS00355,698.9973540776446,0.5428772637973006,0.1756447718652834,0,1,1,HAH_0073,acetoacetate decarboxylase family protein
HAH_RS00360,1073.1967649153762,0.48215194523412985,0.18334402285407497,0,1,1,HAH_0074,SDR family oxidoreductase
HAH_RS00365,4919.751259082345,0.2709856058005241,0.18482667368525174,0,1,1,HAH_0075,imidazole glycerol phosphate synthase subunit HisH
HAH_RS00370,454.37781026203425,0.5171703486930824,0.3013243215464335,0,1,1,HAH_0076,hypothetical protein
HAH_RS00375,2160.5735471984012,0.19565746486957547,0.10056624809486549,0,1,1,HAH_0077,uracil-DNA glycosylase
HAH_RS00380,70.09607729876588,0.13610640410883468,0.1667401785106291,0,1,NA,HAH_0078,RidA family protein
HAH_RS00385,1221.2936427455652,-0.01079510837447858,0.31691104362660655,-0,1,1,HAH_0079,DUF99 family protein
HAH_RS00390,2383.9557483044664,-0.49217471400645196,0.3229448961130036,-0,1,1,HAH_0080,DUF5786 family protein
HAH_RS00395,1257.0308319570663,0.0963585246921945,0.10974512229927995,0,1,1,HAH_0081,MBL fold metallo-hydrolase
HAH_RS00400,1227.3047044958882,0.10427674643684824,0.11166312206974721,0,1,1,HAH_0082,hypothetical protein
HAH_RS19065,1873.9130018141634,0.3391349181553509,0.1858615690085371,0,1,1,HAH_0083,50S ribosomal protein L40e
HAH_RS00405,2228.6334977696065,0.40809124798429597,0.06700628701781973,0,1,1,HAH_0084,hypothetical protein
HAH_RS00410,7315.879391097731,0.3645140042943219,0.19477977230979307,0,1,1,HAH_0085,DUF367 family protein
HAH_RS00415,8661.03321434164,-0.09844406731368685,0.07000163591330635,-0,1,1,HAH_0086,redoxin domain-containing protein
HAH_RS00420,986.1511034238376,-0.09312527982897058,0.10405183467696726,-0,1,1,HAH_0087,nuclear transport factor 2 family protein
HAH_RS00425,392.0494686824969,0.6825899356468738,0.22717227124601047,0,1,1,HAH_0088,class I SAM-dependent methyltransferase
HAH_RS00430,11849.879731709425,0.46162183264580076,0.09716569536078797,0,1,1,HAH_0089,serine--tRNA ligase
HAH_RS00435,1135.9663252958317,0.31498563607931646,0.11213037289045696,0,1,1,HAH_0090,universal stress protein
HAH_RS00440,11893.910822706923,0.19738178407742277,0.111327408307148,0,1,1,HAH_0091,MBL fold metallo-hydrolase
HAH_RS00445,17140.30681800245,-0.017111288536753366,0.1749939417475527,-0,1,1,HAH_0092,cation:proton antiporter
HAH_RS00450,431.21898916435185,0.4343404767501814,0.1254903590016311,0,1,1,HAH_0093,PaaI family thioesterase
HAH_RS19785,23.361202121772713,0.6722725887443656,0.3172938412537562,0,1,NA,HAH_0094,hypothetical protein
HAH_RS00455,2602.3365137851324,-0.21430367443933676,0.16304597586290484,-0,1,1,HAH_0095,NUDIX domain-containing protein
HAH_RS00460,7904.10575445163,0.05933193608899378,0.15717760215007634,0,1,1,HAH_0096,thiolase family protein
HAH_RS00465,320.61039230477184,-0.4149383935000259,0.12743010504674906,-0,1,1,HAH_0097,pyridoxamine 5'-phosphate oxidase family protein
HAH_RS00470,2557.2648513934832,-0.8973482733970265,0.24417691120161525,-0,1,1,HAH_0098,DUF1508 domain-containing protein
HAH_RS00475,8575.37903958149,-0.5527560664468633,0.2614663032512933,-0,1,1,HAH_0099,ATP-binding protein
HAH_RS00480,225.2698158484087,-0.24522460797185736,0.21623333647294468,-0,1,1,HAH_0100,hypothetical protein
HAH_RS00485,2195.0862669477165,0.15251252419659617,0.12946235636907955,0,1,1,HAH_0101,MBL fold metallo-hydrolase
HAH_RS00490,934.5613592316292,0.009035603907799367,0.15048335921227504,0,1,1,HAH_0102,hypothetical protein
HAH_RS00495,2252.2855329596223,0.18813234021791575,0.07329571949002511,0,1,1,HAH_0103,DUF5787 family protein
HAH_RS00500,4090.328757494783,-0.36442601102350136,0.10331478665892277,-0,1,1,HAH_0105,helix-turn-helix domain-containing protein
HAH_RS00505,29968.434416717042,0.4218420686865965,0.14160047899440395,0,1,1,HAH_0106,translation initiation factor IF-2 subunit gamma
HAH_RS00510,6757.513486983845,0.3605367597007171,0.10865021670090572,0,1,1,HAH_0107,DUF188 domain-containing protein
HAH_RS00515,14968.297554422463,0.37542136986968333,0.12561400922486635,0,1,1,HAH_0108,DNA-directed RNA polymerase
HAH_RS00520,2797.133612879908,0.17218416843962253,0.11005836259859167,0,1,1,HAH_0109,DNA-directed RNA polymerase subunit E''
HAH_RS00525,5263.3017463697215,0.6088908743586546,0.12131757900646385,0,1,1,HAH_0110,GTP-dependent dephospho-CoA kinase family protein
HAH_RS19430,213.09137409859207,0.21423097728717627,0.1831643986001975,0,1,1,NA,rubrerythrin-like domain-containing protein
HAH_RS00530,4169.589524433512,-0.2767742392073504,0.10464833383034274,-0,1,1,HAH_0111,RNA methyltransferase
HAH_RS00535,437.85591000329987,0.2680706517550726,0.13977231052639424,0,1,1,HAH_0112,hypothetical protein
HAH_RS00540,98.10034968101327,0.8762545852009005,0.16942828455383802,0,1,NA,HAH_0113,hypothetical protein
HAH_RS00545,2328.6059119057973,0.2792875557274618,0.06105435820052281,0,1,1,HAH_0114,ATP phosphoribosyltransferase
HAH_RS00550,626.2935083750576,0.46199315563536564,0.17793956921346477,0,1,1,HAH_0115,MFS transporter
HAH_RS00555,4920.99136635942,0.23530033816180215,0.10310519791537837,0,1,1,HAH_0116,amidohydrolase
HAH_RS00560,432.65616392907305,0.1219219725204827,0.1964026017594484,0,1,1,HAH_0117,hypothetical protein
HAH_RS00565,20007.818205568616,0.18280813903445356,0.12974382500956588,0,1,1,HAH_0118,adenosylhomocysteinase
HAH_RS00570,816.0795029979889,0.2537671839279591,0.1526878550781663,0,1,1,HAH_0119,hypothetical protein
HAH_RS19790,293.21737564340464,-0.14191383334717075,0.3213718746370627,-0,1,1,HAH_0120,hypothetical protein
HAH_RS00575,5009.645730991245,0.30728287193958503,0.16417451172525765,0,1,1,HAH_0121,DNA primase regulatory subunit PriL
HAH_RS00580,1313.386287736768,0.030164576709202157,0.1636203902859647,0,1,1,HAH_0122,hypothetical protein
HAH_RS00585,1447.8251433627509,0.5488758098682456,0.14567790342078996,0,1,1,HAH_0123,SWIM zinc finger family protein
HAH_RS00590,917.0706176424992,0.1575158122672776,0.12212746674839432,0,1,1,HAH_0124,nucleoid-structuring protein H-NS
HAH_RS00595,645.9185244042826,0.020907773294869026,0.16110312611939234,0,1,1,HAH_0125,DUF4382 domain-containing protein
HAH_RS00600,8208.196552252492,-0.2908260130968203,0.16373810696542618,-0,1,1,HAH_0126,hypothetical protein
HAH_RS00605,5757.102799980713,0.47842993221428076,0.2503045625469585,0,1,1,HAH_0127,alpha/beta hydrolase
HAH_RS00610,10762.828060401596,0.28019958191823924,0.14050522439884167,0,1,1,HAH_0128,DNA polymerase sliding clamp
HAH_RS00615,1665.2868100904334,0.4068205858260674,0.16309214983894352,0,1,1,HAH_0129,copper-containing nitrite reductase
HAH_RS00625,3987.517595171536,0.234606135976657,0.18694723156986778,0,1,1,HAH_0130,23S rRNA (uridine(2552)-2'-O)-methyltransferase
HAH_RS00630,997.3962501531109,0.33326140900691054,0.25918256772891013,0,1,1,HAH_0131,queuosine precursor transporter
HAH_RS00635,113.25626516730003,0.46407078438411015,0.29728823587266895,0,1,NA,HAH_0132,"ribbon-helix-helix protein, CopG family"
HAH_RS00640,11566.838442535793,0.23210141290533182,0.2806597831511596,0,1,1,HAH_0133,twin-arginine translocase subunit TatC
HAH_RS00645,12995.938494817594,0.3590778790427688,0.18725608693895748,0,1,1,HAH_0134,twin-arginine translocase subunit TatC
HAH_RS00650,4021.236070007151,0.40381789689368763,0.1910476627627691,0,1,1,HAH_0135,histidine phosphatase family protein
HAH_RS00655,2858.4076540980845,0.16605708581838935,0.1465474596397993,0,1,1,HAH_0136,ATP-dependent sacrificial sulfur transferase LarE
HAH_RS00660,8999.889384676562,-0.23560407976577702,0.08605321402778403,-0,1,1,HAH_0137,helix-hairpin-helix domain-containing protein
HAH_RS00665,8351.848469880893,0.22158763866530534,0.07083080098127328,0,1,1,HAH_0138,ORC1-type DNA replication protein
HAH_RS00670,3413.341042809108,-0.06881731490091901,0.15408600190320482,-0,1,1,HAH_0139,hypothetical protein
HAH_RS00675,543.9482521778331,0.18089181180427832,0.09589329746844383,0,1,1,HAH_0141,RidA family protein
HAH_RS00680,1749.0414941813217,0.2909187134179859,0.15566677231010173,0,1,1,HAH_0142,MATE family efflux transporter
HAH_RS00685,1332.0081174554784,-0.04748287896819425,0.1331172185738617,-0,1,1,HAH_0143,enoyl-CoA hydratase
HAH_RS00690,778.9199119082492,-0.013777333887131732,0.13606712280288458,-0,1,1,HAH_0144,ferredoxin
HAH_RS00695,13417.11625161763,0.29312409759467406,0.15971056534325792,0,1,1,HAH_0145,ATP-dependent DNA helicase
HAH_RS00700,2754.375303750137,0.1700581434057092,0.1672477090362417,0,1,1,HAH_0146,KEOPS complex subunit Cgi121
HAH_RS00705,348.42970218626454,0.15115893172260084,0.19104423813558763,0,1,1,HAH_0147,hypothetical protein
HAH_RS00710,790.0157500788871,0.16957827337456094,0.09542331644027333,0,1,1,HAH_0148,NADH-dependent flavin oxidoreductase
HAH_RS00715,1232.785748680158,0.360215690327952,0.10831306456294175,0,1,1,HAH_0149,alpha/beta hydrolase
HAH_RS00720,20670.75518386231,0.02339227328484592,0.08306051517819472,0,1,1,HAH_0150,MaoC family dehydratase
HAH_RS00725,7369.453579870556,-0.08822978507449476,0.1582650818850642,-0,1,1,HAH_0151,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
HAH_RS00730,13981.88014391876,0.023130072221306707,0.1617069493768145,0,1,1,HAH_0152,hypothetical protein
HAH_RS00735,8511.387480905863,-0.020414809499355913,0.10693042081537198,-0,1,1,HAH_0153,poly(3-hydroxyalkanoate) synthase subunit PhaE
HAH_RS00740,16694.541860168418,0.02712093376228958,0.10186736818213762,0,1,1,HAH_0154,poly(3-hydroxyalkanoate) polymerase subunit PhaC
HAH_RS00745,370.2598175884198,0.32220281580977456,0.10488516042470952,0,1,1,HAH_0155,TIGR00725 family protein
HAH_RS00750,767.3181058373076,0.9603745061696387,0.30240060685454534,0,1,1,HAH_0156,hypothetical protein
HAH_RS00755,156944.03827643642,0.5588466001223827,0.2726756461911542,0,1,1,HAH_0157,TCP-1/cpn60 chaperonin family protein
HAH_RS00760,6540.36850411857,-0.24338726735384775,0.19797653583838687,-0,1,1,HAH_0158,ATP-binding protein
HAH_RS00765,8342.049202234599,0.11700797986066594,0.09660575024946504,0,1,1,HAH_0159,DUF5784 family protein
HAH_RS19795,1673.3807541423155,-0.5172767524754124,0.3404808551499182,-0,1,1,HAH_0160,DUF5786 family protein
HAH_RS00770,1284.7378868219585,0.32202013082601033,0.14854674168221113,0,1,1,HAH_0161,hypothetical protein
HAH_RS00775,4762.989166546293,0.47890944690592196,0.2613328519324257,0,1,1,HAH_0162,NAD(P)H-binding protein
HAH_RS00780,8323.433231126912,0.4950784948553797,0.12885672196085624,0,1,1,HAH_0163,SDR family oxidoreductase
HAH_RS00785,518.3125904948962,0.023707556586478166,0.07679772233498355,0,1,1,HAH_0164,hypothetical protein
HAH_RS00790,1048.8413201234832,1.177568845983545,0.16930509113261882,1.0488098426080585,0.29426564652630577,1,HAH_0165,CPBP family intramembrane metalloprotease
HAH_RS00795,142.40581759548442,0.34973621371479346,0.14834606805311745,0,1,NA,HAH_0166,winged helix-turn-helix domain-containing protein
HAH_RS00800,71.92616609995348,0.47633721928647427,0.2764286233719642,0,1,NA,HAH_0167,hypothetical protein
HAH_RS00805,56.23297179373366,0.19265140682375104,0.2520133447953283,0,1,NA,HAH_0168,hypothetical protein
HAH_RS00810,41230.2732801925,0.6036483391265897,0.27403251251513067,0,1,1,HAH_0169,cold shock domain-containing protein
HAH_RS00815,4050.694888850256,0.03296022271419128,0.13597708944429204,0,1,1,HAH_0170,ATP-dependent DNA helicase
HAH_RS00820,3022.239204040136,0.291419166701795,0.19994570252176153,0,1,1,HAH_0171,class I SAM-dependent methyltransferase family protein
HAH_RS00825,4257.567365111452,0.3294202081781822,0.18926827065909846,0,1,1,HAH_0172,hypothetical protein
HAH_RS00830,692.9258836820201,0.24417919696279916,0.12165635660973996,0,1,1,HAH_0173,NAD(P)-dependent oxidoreductase
HAH_RS00835,4668.042188677317,0.24318112115887283,0.10219898685593413,0,1,1,HAH_0174,zinc metalloprotease HtpX
HAH_RS00840,1369.753800436172,0.09441943789262316,0.056812413019061786,0,1,1,HAH_0175,hypothetical protein
HAH_RS00845,16188.229097865302,0.9683550429043202,0.10232996793760117,0,1,1,HAH_0176,DNA repair and recombination protein RadA
HAH_RS00850,14508.141926512619,0.30508122941484606,0.1176718788696519,0,1,1,HAH_0177,aldo/keto reductase
HAH_RS00855,1886.1915028110745,0.13372434163825622,0.07050633255489597,0,1,1,HAH_0178,CPBP family intramembrane metalloprotease
HAH_RS00860,3905.738485681244,0.15173544846447254,0.13535980654545268,0,1,1,HAH_0179,acyltransferase
HAH_RS00865,690.6638025894,0.14301428481592895,0.08922818211237236,0,1,1,HAH_0180,hypothetical protein
HAH_RS00870,5584.216643014279,0.06025979642378784,0.13130204722480426,0,1,1,HAH_0181,KaiA-binding protein
HAH_RS00875,2855.8960897454876,0.03769469800829944,0.13709889609639578,0,1,1,HAH_0182,hypothetical protein
HAH_RS00880,1721.4839881899723,0.501238292630877,0.9194437380773841,0,1,1,HAH_0183,hypothetical protein
HAH_RS00885,2318.065317205765,-0.04064654903619263,0.11524195875870905,-0,1,1,HAH_0184,PHP domain-containing protein
HAH_RS19800,2763.0843424867685,-0.08909943123113628,0.11221624926098304,-0,1,1,HAH_0185,hypothetical protein
HAH_RS00890,838.9352258756471,0.1753017039882914,0.2589632821629422,0,1,1,HAH_0186,cupin domain-containing protein
HAH_RS00895,3482.383200358921,-0.6049579530201369,0.1752804566631591,-0,1,1,HAH_0187,type 1 glutamine amidotransferase
HAH_RS19805,4565.443599035561,-4.629446122812476,0.21819306533091817,-16.6341039175922,3.94615142037886e-62,6.732134323166335e-59,HAH_0188,hypothetical protein
HAH_RS00900,279.92516004821937,0.06985701201661396,0.20317012967597875,0,1,1,HAH_0189,hypothetical protein
HAH_RS00905,4490.24655467647,0.16045420138759753,0.14806812561916627,0,1,1,HAH_0190,aldo/keto reductase
HAH_RS00910,3855.7330622428485,-0.07279438321901281,0.1491943536817318,-0,1,1,HAH_0191,Gfo/Idh/MocA family oxidoreductase
HAH_RS00915,2460.429267538316,-0.1667017675564052,0.13768027756767864,-0,1,1,HAH_0192,hypothetical protein
HAH_RS00920,808.4664196608039,-0.5351874009380181,0.3127348299715087,-0,1,1,HAH_0193,zinc-ribbon domain-containing protein
HAH_RS00925,20.105483956644857,-0.10261731349226441,0.2725185663085908,-0,1,NA,HAH_0194,hypothetical protein
HAH_RS00930,3672.331613155323,0.3510611750468712,0.1665936009305046,0,1,1,HAH_0195,endonuclease NucS
HAH_RS00935,311.2009752030471,-0.314975505173816,0.3124834461973845,-0,1,1,HAH_0196,hypothetical protein
HAH_RS00940,236.70955852677824,-0.08981117430093163,0.16129251791334784,-0,1,1,HAH_0197,helix-turn-helix domain-containing protein
HAH_RS00945,6653.522238019348,0.2916756992291575,0.20818068004897378,0,1,1,HAH_0198,DNA mismatch repair protein MutS
HAH_RS00950,2435.0754606504197,-0.43140154205511855,0.19574287609510418,-0,1,1,HAH_0199,hypothetical protein
HAH_RS00955,94747.30049341518,0.4067261545711602,0.19295169532848874,0,1,1,HAH_0200,TCP-1/cpn60 chaperonin family protein
HAH_RS00960,1239.892851464887,0.31244649462246926,0.1780947750128152,0,1,1,HAH_0201,hypothetical protein
HAH_RS00965,474.6265265556571,0.19975115380227082,0.14610376486090393,0,1,1,HAH_0202,alanine dehydrogenase
HAH_RS00970,1804.0216117182042,0.00879245133530339,0.18402408311297647,0,1,1,HAH_0203,hypothetical protein
HAH_RS19810,367.2104995404337,0.7482683013572791,0.24355103954304833,0,1,1,HAH_0204,hypothetical protein
HAH_RS00975,245.57317116519877,0.7764713515464969,0.24653990901803674,0,1,1,HAH_0205,hypothetical protein
HAH_RS00980,2240.702152343155,-0.37657725582939006,0.14687128705242167,-0,1,1,HAH_0206,PAS domain-containing sensor histidine kinase
HAH_RS00985,20785.818556693335,0.29890504046341904,0.11591368235085636,0,1,1,HAH_0207,leucine--tRNA ligase
HAH_RS00990,1209.7127170619558,0.07396967942556046,0.11121519446222941,0,1,1,HAH_0208,peroxiredoxin
HAH_RS00995,1135.2110002278598,-0.028341151571162692,0.12721790158089416,-0,1,1,HAH_0209,Hsp20/alpha crystallin family protein
HAH_RS01000,1203.5531360009777,-0.16358326284558478,0.15160345314122373,-0,1,1,HAH_0210,prephenate dehydratase
HAH_RS01005,929.897044119113,0.5945151717124791,0.274282922966941,0,1,1,HAH_0211,DUF4234 domain-containing protein
HAH_RS01010,1486.8067773160221,0.5138664519844306,0.1233815514277852,0,1,1,HAH_0212,hypothetical protein
HAH_RS01015,10912.779811796898,-0.06658595596699242,0.13688568084549574,-0,1,1,HAH_0213,dihydrolipoyl dehydrogenase
HAH_RS01020,592.3090519446075,-0.8801212002862397,0.21330252398442237,-0,1,1,HAH_0214,hypothetical protein
HAH_RS01025,10429.870686921699,-1.0236167505577023,0.10376831365483276,-0.2275911569331203,0.8199640953016166,1,HAH_0215,2-oxo acid dehydrogenase subunit E2
HAH_RS01030,5198.197004877691,-1.0320969010914889,0.10280155537958378,-0.31222194034880596,0.7548718589806411,1,HAH_0216,alpha-ketoacid dehydrogenase subunit beta
HAH_RS01035,6188.849521045861,-1.0057952867831665,0.10165805277178173,-0.05700765089585898,0.9545391005211767,1,HAH_0217,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
HAH_RS01040,4727.483386251808,0.1429058097798223,0.05895952140231312,0,1,1,HAH_0218,lipoyl synthase
HAH_RS01045,2398.124610966028,0.81212633098037,0.41340260240605703,0,1,1,HAH_0219,class I SAM-dependent methyltransferase
HAH_RS01050,10320.693074347133,-0.23963558728570372,0.16126696176503658,-0,1,1,HAH_0220,DEAD/DEAH box helicase
HAH_RS01055,17355.1007363414,1.6724443166014777,0.5696464368381601,1.180459093773851,0.23781767072625043,1,HAH_0221,hypothetical protein
HAH_RS01060,517.3759297384096,0.5589262907519758,0.14618316306059032,0,1,1,HAH_0222,HAD family phosphatase
HAH_RS01065,58.272234319654416,0.9330303413683648,0.18675683283803696,0,1,NA,HAH_0223,endonuclease NucS
HAH_RS01070,2133.751716489948,0.16099354806618768,0.09388200779562308,0,1,1,HAH_0224,tRNA-intron lyase
HAH_RS01075,9803.200160788465,-0.18768194708008287,0.14039199119170992,-0,1,1,HAH_0225,tryptophan--tRNA ligase
HAH_RS01080,8464.522888610458,0.22027045707191933,0.10341268626367889,0,1,1,HAH_0226,phenylalanine--tRNA ligase subunit alpha
