trmB:mGlu,trmB:pGlu,WT:mGlu,WT:pGlu,cluster,locus_tag,baseMean,log2FoldChange,padj,old_locus_tag,annotation
1.4488315704184729,-0.6217349838980714,-0.6328712946118008,-0.19422529190860005,1,HAH_RS00365,4919.751259082345,0.27098560580053,1,HAH_0075,imidazole glycerol phosphate synthase subunit HisH
1.2970853330491616,0.14035847593586914,-0.8973920502946853,-0.5400517586903435,1,HAH_RS00380,70.09607729876588,0.13610640410877745,NA,HAH_0078,RidA family protein
1.4471160858636638,-0.7857803068034672,-0.03741199609541754,-0.623923782964779,1,HAH_RS00385,1221.2936427455652,-0.01079510837447493,1,HAH_0079,DUF99 family protein
1.2813350960270504,-0.9261844433169804,0.39724358317072245,-0.7523942358807927,1,HAH_RS00390,2383.9557483044664,-0.4921747140064468,1,HAH_0080,DUF5786 family protein
1.422787993574535,-0.6580757911914867,0.04676833485385032,-0.8114805372369007,1,HAH_RS00460,7904.10575445163,0.05933193608899296,1,HAH_0096,thiolase family protein
1.3815087295110793,-0.5206877940093401,-0.8239845563039047,-0.036836379197834994,1,HAH_RS00505,29968.43441671704,0.4218420686865985,1,HAH_0106,translation initiation factor IF-2 subunit gamma
1.364276922607326,-0.475632138351978,-0.8693550174348256,-0.019289766820520964,1,HAH_RS00550,626.2935083750576,0.4619931556353866,1,HAH_0115,MFS transporter
1.394925897485266,-0.8218147988583472,0.14159228385852993,-0.7147033824854494,1,HAH_RS19790,293.21737564340464,-0.14191383334718816,1,HAH_0120,hypothetical protein
1.430740277743693,-0.530036034827486,-0.7302057373154685,-0.17049850560074034,1,HAH_RS00575,5009.645730991245,0.30728287193958104,1,HAH_0121,DNA primase regulatory subunit PriL
1.333552859396629,-1.0776024020200365,-0.30438586624446495,0.0484354088678748,1,HAH_RS00580,1313.386287736768,0.03016457670919973,1,HAH_0122,hypothetical protein
1.4235763529881449,-0.3464536919348818,-0.7976018866111941,-0.2795207744420699,1,HAH_RS00585,1447.8251433627509,0.5488758098682704,1,HAH_0123,SWIM zinc finger family protein
1.2506495448815658,-0.6376195253981584,0.419514226358068,-1.0325442458414762,1,HAH_RS00600,8208.196552252492,-0.290826013096824,1,HAH_0126,hypothetical protein
1.3937181741750124,-0.5140732485081025,-0.8081279987522635,-0.07151692691464512,1,HAH_RS00655,2858.4076540980845,0.16605708581838508,1,HAH_0136,ATP-dependent sacrificial sulfur transferase LarE
1.4173251465413534,-0.7584126872527616,0.07711501311702482,-0.7360274724056166,1,HAH_RS00670,3413.341042809108,-0.06881731490090245,1,HAH_0139,hypothetical protein
1.3988820538374,-0.7422188668587538,-0.64489668119685,-0.011766505781796277,1,HAH_RS00705,348.42970218626454,0.15115893172256217,1,HAH_0147,hypothetical protein
1.466788739141171,-0.5432870542784876,-0.6215270909853813,-0.3019745938773031,1,HAH_RS00710,790.0157500788871,0.16957827337455791,1,HAH_0148,"NADH-dependent flavin oxidoreductase"
1.4136062887496044,-0.9807774854709224,-0.056393810933480004,-0.3764349923452004,1,HAH_RS00720,20670.75518386231,0.02339227328484759,1,HAH_0150,MaoC family dehydratase
1.1789537579425158,-1.3175187162578066,0.23844790105683877,-0.09988294274154547,1,HAH_RS00730,13981.88014391876,0.02313007222131234,1,HAH_0152,hypothetical protein
1.4343994974909517,-0.6748597918021891,-0.6300281914304067,-0.12951151425835752,1,HAH_RS00795,142.40581759548442,0.34973621371487407,NA,HAH_0166,winged helix-turn-helix domain-containing protein
1.4927708861315099,-0.5732139790191116,-0.4322933391688927,-0.48726356794350534,1,HAH_RS00800,71.92616609995348,0.4763372192867013,NA,HAH_0167,hypothetical protein
1.4766882260330099,-0.5231492216262422,-0.22353881710852025,-0.7300001872982467,1,HAH_RS00805,56.23297179373366,0.1926514068239892,NA,HAH_0168,hypothetical protein
1.4704882557602947,-0.7930907667388866,-0.3288921563279099,-0.3485053326934958,1,HAH_RS00815,4050.694888850256,0.03296022271419466,1,HAH_0170,ATP-dependent DNA helicase
1.3919328227518875,-0.2903260177292481,-0.8719551046653053,-0.229651700357334,1,HAH_RS00835,4668.042188677317,0.24318112115887944,1,HAH_0174,zinc metalloprotease HtpX
1.4590355130059387,-0.673405900449082,-0.5613312518474446,-0.224298360709413,1,HAH_RS00860,3905.738485681244,0.1517354484644766,1,HAH_0179,acyltransferase
1.4886875583423322,-0.619118428167323,-0.2760358202955127,-0.5935333098794966,1,HAH_RS00880,1721.4839881899725,0.5012382926308798,1,HAH_0183,hypothetical protein
1.3870331550392412,-0.95698331461296815,0.11607835219759115,-0.5461281926238655,1,HAH_RS00885,2318.065317205765,-0.04064654903618268,1,HAH_0184,PHP domain-containing protein
1.0199900456046995,-1.2769766548755956,0.677047224382071,-0.42006061511117243,1,HAH_RS19800,2763.0843424867685,-0.08909943123115023,1,HAH_0185,hypothetical protein
0.8020670291845503,-0.9867133160511448,1.02582267274639,-0.8411763858797949,1,HAH_RS00895,3482.383200358921,-0.6049579530201279,1,HAH_0187,type 1 glutamine amidotransferase
1.2138134119359705,-0.9105228151251417,0.5212510598933338,-0.8245416567041637,1,HAH_RS00915,2460.429267538316,-0.16670176755640262,1,HAH_0192,hypothetical protein
1.309270296155034,-0.3524607922915865,-0.9812553414598293,0.024445837596381824,1,HAH_RS00930,3672.331613155323,0.35106117504687295,1,HAH_0195,endonuclease NucS
1.443046766017318,-0.3380970740457706,-0.7405715334086326,-0.364378158562915,1,HAH_RS00960,1239.892851464887,0.31244649462246804,1,HAH_0201,hypothetical protein
1.3044601573532932,-0.3540409648539273,-0.9859530712312545,0.03553387873188736,1,HAH_RS00985,20785.818556693335,0.2989050404634233,1,HAH_0207,leucine--tRNA ligase
1.4914777545844353,-0.5419559795836915,-0.46886454087831997,-0.48065723412242395,1,HAH_RS01055,17355.1007363414,1.6724443166014795,1,HAH_0221,hypothetical protein
1.3531805677459992,-0.3956884694281736,-0.9145201517329904,-0.04297194658483438,1,HAH_RS01060,517.3759297384096,0.5589262907520134,1,HAH_0222,HAD family phosphatase
1.3508471815906191,-0.6570719662246243,-0.7827100039733428,0.08893478860734871,1,HAH_RS01080,8464.522888610458,0.22027045707192697,1,HAH_0226,phenylalanine--tRNA ligase subunit alpha
1.481185984089686,-0.6639131258945365,-0.20778411497244287,-0.6094887432227065,1,HAH_RS01110,341720.97175607615,0.5381617798002392,1,HAH_0232,16S ribosomal RNA
1.4656437544392065,-0.7221033632503482,-0.11487837380052865,-0.6286620173883295,1,HAH_RS01120,746897.225934176,0.1230118611759758,1,HAH_0234,23S ribosomal RNA
1.1197558200074247,-1.19885256638906,-0.35924709342715694,0.4383438398087938,1,HAH_RS01125,8112.247760636334,0.04306995397305493,1,HAH_0235,5S ribosomal RNA
1.395294187366925,-0.9610875388232538,0.08054669346077115,-0.5147533420044426,1,HAH_RS01140,11810.174954461332,-0.12233225134851264,1,HAH_0238,hypothetical protein
1.3769219698567938,-0.8990281082812598,0.17753238174294445,-0.6554262433184783,1,HAH_RS01145,5298.815016402226,-0.35139011557388256,1,HAH_0239,hypothetical protein
0.8620500726152334,-1.1424687398533029,0.9390285661603629,-0.6586098989222939,1,HAH_RS01150,24362.00796359819,-0.5482338361149133,1,HAH_0240,hypothetical protein
1.3032496479027695,-1.1759428293597025,0.12456439176011116,-0.2518712103031794,1,HAH_RS01155,5005.043962788141,-0.04833162722106492,1,NA,hypothetical protein
1.450710372438251,-0.8051204896558039,-0.06292523719337548,-0.5826646455890712,1,HAH_RS01160,4764.598942147438,-0.03042887696074412,1,HAH_0242,LamG domain-containing protein
1.4668686741841614,-0.5676103534402178,-0.6089534162357236,-0.29030490450822,1,HAH_RS01190,7668.341911315135,0.2626487020633113,1,HAH_0248,hypothetical protein
1.4856338357007703,-0.6386427284682259,-0.46003944324727597,-0.3869516639852676,1,HAH_RS01205,5656.693938478546,0.1607715697030819,1,HAH_0251,hypothetical protein
1.4928303491599177,-0.60331304456475,-0.3480237975529034,-0.5414935070422633,1,HAH_RS19815,7083.799073092178,0.1789363029482045,1,HAH_0252,hypothetical protein
1.4913968640277278,-0.5916990044900663,-0.4425504281377155,-0.45714743139994607,1,HAH_RS01215,7746.400137232078,0.4406566238338928,1,HAH_0254,ferredoxin--nitrite reductase
1.4667083061194044,-0.7230551438627681,-0.12107385577291643,-0.62257930648372,1,HAH_RS15120,812611.0480460462,0.11250546247543292,1,HAH_0255,RNase P RNA component
1.4387312914796457,-0.20586716187359955,-0.693372938248813,-0.5394911913572336,1,HAH_RS01255,52357.16159128714,0.4394167362716107,1,HAH_0263,SAM-dependent methyltransferase
1.3754697847427986,-0.08910960619091679,-0.8646321474964682,-0.4217280310554142,1,HAH_RS01260,46828.084878266665,0.5087788432165534,1,HAH_0264,precorrin-3B C(17)-methyltransferase
1.3593082767532871,-0.039538798667433386,-0.8802089444880173,-0.43956053359783515,1,HAH_RS01265,9115.020116355072,0.44101002411214846,1,HAH_0265,ferredoxin
1.2714371100596404,0.08625241068598523,-1.0120391428621593,-0.34565037788346725,1,HAH_RS01275,49203.46423443113,0.42817433322898424,1,HAH_0267,"NAD(P)H-dependent oxidoreductase subunit E"
1.4638474669834018,-0.482968480853676,-0.65487529448002,-0.3260036916497051,1,HAH_RS01295,53297.55219282444,0.47182603500979325,1,HAH_0271,CbtA family protein
1.4551037108538765,-0.5503681453525568,-0.6573668377850446,-0.24736872771627544,1,HAH_RS01300,13196.56479079563,0.5766919091788062,1,HAH_0272,CbtB-domain containing protein
0.637678726027153,-0.8105918040741772,1.163026308456098,-0.9901132304090545,1,HAH_RS01325,4860.117661038223,-0.03298682859075489,1,HAH_0277,DUF2062 domain-containing protein
1.4794608556590536,-0.4282169369702716,-0.32859445195139303,-0.7226494667373886,1,HAH_RS01330,41057.5815268293,0.29201571422904715,1,HAH_0278,cobalamin (vitamin B12) biosynthesis CbiX protein
1.3400086260932056,-0.13972983191591487,-0.9623861461555547,-0.23789264802173526,1,HAH_RS01350,934.7131071895794,0.5658564642905974,1,HAH_0282,DUF1427 family protein
0.7388075973100655,-1.1756374412381987,1.0445080878984572,-0.6076782439703259,1,HAH_RS01365,392.32101174709095,-0.242103728142127,1,HAH_0285,nucleoside hydrolase
1.3798100231062371,-0.7303730581368871,0.17975684011472015,-0.8291938050840713,1,HAH_RS01370,2187.227852831802,-0.07683673920256032,1,HAH_0286,5'-nucleotidase C-terminal domain-containing protein
1.3968141403837622,-0.4232633676384433,-0.8385524563356196,-0.1349983164096956,1,HAH_RS01375,619.4859957653902,0.10096400749351246,1,HAH_0287,iron transporter
1.4867161260072177,-0.519961993991965,-0.5253810217981413,-0.44137311021711156,1,HAH_RS01380,862.2314846833035,0.34134017975960984,1,HAH_0288,Tat pathway signal protein
1.3648185254689078,-0.30168598129262414,-0.9196873570371729,-0.14344518713911258,1,HAH_RS01385,4092.514882144432,0.5768887031606509,1,HAH_0289,mandelate racemase family protein
1.4288408430632986,-0.3474769977787476,-0.7837985266804806,-0.2975653186040708,1,HAH_RS01390,844.099996319191,0.783561405304325,1,HAH_0290,MBL fold metallo-hydrolase
1.4834537615692487,-0.49470283976587603,-0.5550259421431682,-0.4337249796602059,1,HAH_RS01395,2901.1983699438624,0.1868156774820386,1,HAH_0291,D-xylose 1-dehydrogenase
1.4805044232751108,-0.4362474069360728,-0.574090987101023,-0.47016602923801526,1,HAH_RS01400,8235.563274365937,0.853147623083865,1,HAH_0292,aldehyde dehydrogenase family protein
1.4628985756651223,-0.432348120095989,-0.6681308322668327,-0.3624196233023003,1,HAH_RS01405,130.3782948066722,0.7493682156558711,NA,HAH_0293,hypothetical protein
1.3751952463331598,-0.7846888258736195,0.1962978014459878,-0.7868042219055276,1,HAH_RS01435,9181.177949896402,-0.06231853785212678,1,HAH_0299,alanine--glyoxylate aminotransferase family protein
1.4897509644359581,-0.6051617288233752,-0.45232218133772184,-0.4322670542748617,1,HAH_RS01445,3370.786060136231,0.15626645165957015,1,HAH_0302,methyl-accepting chemotaxis protein
1.4542322137588706,-0.8563695265455298,-0.14065671485492748,-0.4572059723584143,1,HAH_RS01450,1231.63031919656,0.0129937535375332,1,HAH_0303,bacteriorhodopsin
1.464229949676759,-0.8066167792880438,-0.15589449602344374,-0.5017186743652704,1,HAH_RS01480,1033.312971809181,0.02262486275695964,1,HAH_0309,hypothetical protein
1.4932099542271222,-0.5401858022465947,-0.3779920020520576,-0.5750321499284698,1,HAH_RS01490,9228.998996131118,0.5326181100289767,1,HAH_0311,transglutaminaseTgpA domain-containing protein
1.4909495640520212,-0.5612813904860958,-0.31843078333413394,-0.6112373902317911,1,HAH_RS01495,1430.5447932064612,0.37900959058904393,1,HAH_0312,hypothetical protein
1.4925827718256337,-0.5544262593011345,-0.3495222735923121,-0.5886342389321877,1,HAH_RS01500,4559.182213551336,0.4699112270818605,1,HAH_0313,DUF58 domain-containing protein
1.4927820027508307,-0.5570323132230137,-0.3523388114725942,-0.5834108780552227,1,HAH_RS01505,2836.9533043909637,0.3887775332021211,1,HAH_0314,hypothetical protein
1.470604494200888,-0.45758239789624483,-0.6322356594103733,-0.38078643689427083,1,HAH_RS01515,355.7882785724508,0.17526083038450102,1,HAH_0316,SMR family transporter
0.8790705797344033,-1.1658521223223013,0.9133782188236812,-0.6265966762357782,1,HAH_RS01525,4431.642706239317,-0.12971289538563763,1,HAH_0318,MoxR family ATPase
1.3875277953067302,-0.2827016499012967,-0.881093530315491,-0.223732615089943,1,HAH_RS01530,977.222307605269,0.6192899745898205,1,HAH_0319,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
1.4061715865220337,-0.3261535152636713,-0.8398491837736465,-0.24016888748471574,1,HAH_RS01575,9178.612729818844,1.749800848883547,1,HAH_0328,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
1.3895182776047776,-0.21039693146493593,-0.8724994393845626,-0.3066219067552791,1,HAH_RS01580,11329.667870866784,1.800022850325388,1,HAH_0329,DUF120 domain-containing protein
1.4745389481195168,-0.7781191387406775,-0.31456707922382166,-0.38185273015501675,1,HAH_RS01590,1901.6378066763791,0.04637867879322011,1,HAH_0331,4-demethylwyosine synthase TYW1
1.3862173113033076,-0.8023195302529588,0.16744136359297698,-0.7513391446433262,1,HAH_RS19820,101.93378775000755,-0.16084383892734197,NA,HAH_0332,hypothetical protein
1.462760130646273,-0.2909453199376972,-0.6146447162624527,-0.5571700944461244,1,HAH_RS01615,15160.373404490689,0.2647572335323563,1,HAH_0337,NifU family protein
1.4141184765931574,-0.4008609122410353,-0.8112121179728309,-0.20204544637929087,1,HAH_RS01630,5045.701250470319,0.3734106948504581,1,HAH_0340,hydroxymethylbilane synthase
1.4044199634799868,-0.40035261577518994,-0.8309100998411236,-0.17315724786367376,1,HAH_RS01635,4018.140509532828,0.31399628216431413,1,HAH_0341,uroporphyrinogen-III C-methyltransferase
1.3082825156038633,-1.0019904799676889,-0.4817656599924428,0.17547362435626618,1,HAH_RS01660,5823.789122323088,0.06164227035924365,1,HAH_0346,DHH family phosphoesterase
1.4176620345701425,-0.6797916395493311,-0.6626072260820842,-0.07526316893872609,1,HAH_RS01670,1751.4041050879066,0.30201886761609353,1,HAH_0348,DUF5783 family protein
1.4805310099822488,-0.4289838924814227,-0.5718051244025525,-0.47974199309827226,1,HAH_RS01695,5562.215474446368,0.10624830288878222,1,HAH_0353,iron-sulfur cluster assembly scaffold protein
1.4379922488416836,-0.3021866904713302,-0.7524925181641232,-0.3833130402062297,1,HAH_RS01710,7127.3119314820115,0.3426251272482438,1,HAH_0356,cysteine desulfurase
1.007557270659627,0.3695436561982107,-0.009308608473755128,-1.3677923183840819,1,HAH_RS01810,124.8166624922418,0.00757678022763506,NA,NA,hypothetical protein
1.3450460870611975,-0.3880101403037711,0.11327020439187441,-1.0703061511493073,1,HAH_RS01815,244.62428182110713,-0.02654480769600501,1,HAH_0376,"RNA 2',3'-cyclic phosphodiesterase"
1.19610800677473,-0.8873460063502577,0.5507250810467343,-0.8594870814712068,1,HAH_RS01820,268.8567535397954,-1.040755481368106,1,HAH_0377,ZIP family metal transporter
0.9904354000606618,-1.4293621265368865,0.10179779164021407,0.3371289348360078,1,HAH_RS01830,4912.323376649296,0.02313068949645961,1,HAH_0379,50S ribosomal protein L39e
1.3930528059855176,-0.5467447578849265,-0.7928214749397396,-0.05348657316084865,1,HAH_RS01865,2895.0777141157164,0.20349301908296732,1,HAH_0389,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
1.4792761300900785,-0.73975559791522,-0.23422878527078755,-0.5052917469040716,1,HAH_RS01880,7978.858377258083,0.05943990488024705,1,HAH_0392,signal recognition particle protein Srp54
0.6987674087540147,-1.4609923040328903,0.8451707954386853,-0.08294590015980965,1,HAH_RS01900,862.6111035659147,-0.195636559722118,1,HAH_0396,ABC transporter ATP-binding protein
1.2684837398897297,-0.8608278587915812,0.42643838711659954,-0.8340942682147483,1,HAH_RS01905,297.39415975166366,-0.7720040913665902,1,HAH_0397,branched-chain amino acid ABC transporter permease
1.282602465794362,-0.8515748781168251,0.39982322472611953,-0.8308508124036562,1,HAH_RS01910,276.1696368855429,-0.8797851142345671,1,HAH_0398,branched-chain amino acid ABC transporter permease
0.650750482404442,-0.9657127701488085,1.1570378038876872,-0.8420755161433213,1,HAH_RS01915,277.8380660051691,-1.118301027219701,1,HAH_0399,substrate-binding protein
1.2336359850718537,-0.8407190617654376,0.4876694704658412,-0.8805863937722578,1,HAH_RS01920,656.0428352509653,-0.4331180502303325,1,HAH_0400,hypothetical protein
1.4276063092112632,-0.7194323802449502,0.042057319569269946,-0.750231248535584,1,HAH_RS01935,3013.138604737022,-0.0323658070528366,1,HAH_0403,nucleoside recognition protein
1.0478743692806551,-0.4597902640905633,0.6477173863986823,-1.2358014915887767,1,HAH_RS01955,337.6201751897103,-0.19465241178314824,1,HAH_0407,molybdopterin-dependent oxidoreductase
1.4413188293076633,-0.5391349218745272,-0.7007949576378929,-0.2013889497952424,1,HAH_RS01970,1411.3013498831583,0.2183742227386138,1,HAH_0410,hypothetical protein
1.2084305508930446,-0.6082322108113323,0.4794619048687622,-1.0796602449504755,1,HAH_RS01985,31071.685248399393,-0.11164186116819072,1,HAH_0413,electron transfer flavoprotein subunit alpha/FixB family protein
1.072864938021231,0.008594196664574713,0.2948933275006813,-1.3763524621864853,1,HAH_RS01990,25195.290934660658,-0.02113073402402519,1,HAH_0414,electron transfer flavoprotein subunit beta/FixA family protein
1.4845004545535776,-0.6155050687570754,-0.23603640950144777,-0.6329589762950554,1,HAH_RS01995,13340.545759614328,0.10001919666923148,1,HAH_0415,hypothetical protein
1.3288222018260907,-0.7649445966912973,0.301471846340912,-0.8653494514757065,1,HAH_RS02000,6534.654597227659,-0.06017708643772793,1,HAH_0416,hypothetical protein
1.4693491616261856,-0.7254434343265855,-0.13747170630292896,-0.6064340209966705,1,HAH_RS02005,6367.258017693138,0.03178315772864878,1,HAH_0417,methyltransferase domain-containing protein
1.49279751909395,-0.5459814696233826,-0.44382696280823397,-0.5029890866623337,1,HAH_RS02010,8008.957090745237,0.1185935820001529,1,HAH_0418,ATP synthase archaeal subunit H
1.399305670523052,-0.26421299140046217,-0.8559600046699706,-0.2791326744526231,1,HAH_RS02015,69551.9050604115,0.1907722209862967,1,HAH_0419,ATP synthase subunit I
1.4279184598304855,-0.9198648582617599,-0.037132563423122295,-0.47092103814560204,1,HAH_RS02020,28813.2497979932,0.0246951385894851,1,HAH_0420,F0F1 ATP synthase subunit C
1.4675698203978262,-0.804807472165542,-0.1902663606578418,-0.47249598757444156,1,HAH_RS02025,26554.58215233234,0.07014024310769916,1,HAH_0421,V-type ATP synthase subunit E
1.480013663144389,-0.7268662792729944,-0.22709023930845557,-0.5260571445629385,1,HAH_RS02030,59359.25075293442,0.07500293220347688,1,HAH_0422,V-type ATP synthase subunit C
1.4569956634030128,-0.8221049437089887,-0.11412873772815696,-0.5207619819658671,1,HAH_RS02035,10729.440695908732,0.03509627280845336,1,HAH_0423,V-type ATP synthase subunit F
1.4672069653871769,-0.7816200762630076,-0.1537808749050255,-0.5318060142191448,1,HAH_RS02040,90855.03166373551,0.04832503125350185,1,HAH_0424,ATP synthase subunit A
1.425516347562619,-0.8917085262522373,0.0063107501129020804,-0.5401185714232863,1,HAH_RS02045,77427.93800013901,-0.00500987377536332,1,HAH_0425,ATP synthase subunit B
1.3910453190244512,-0.15273402467362734,-0.24393540328141067,-0.9943758910694147,1,HAH_RS02050,3382.419945281928,0.08216492655166115,1,HAH_0426,bacteriorhodopsin
1.480499381656863,-0.713037774431073,-0.2200295006971853,-0.5474321065286056,1,HAH_RS02055,14101.087326150138,0.104872076103518,1,HAH_0427,V-type ATP synthase subunit D
1.3312102056502602,-0.39577345763937233,-0.9422407445584526,0.006803996547561059,1,HAH_RS02065,8770.813334345607,0.19117235874041455,1,HAH_0429,peptide chain release factor aRF-1
1.4707320844090879,-0.7631614701383251,-0.16701935067810253,-0.5405512635926581,1,HAH_RS02070,4805.821174042728,0.05857555099045545,1,HAH_0430,MinD/ParA family protein
1.4897419424177174,-0.45816833496652437,-0.4485543592925577,-0.5830192481586347,1,HAH_RS02090,5532.631089968488,0.2462748254987111,1,HAH_0434,site-2 protease family protein
1.4892819810851372,-0.5141617839873398,-0.5016199615680437,-0.47350023552975384,1,HAH_RS02110,36924.827212406926,1.3110406681702236,1,HAH_0439,hypothetical protein
1.4059165351851153,-0.7233216794000207,-0.6489524065813482,-0.03364244920374737,1,HAH_RS02125,1370.4789891704313,0.22388787744161265,1,HAH_0442,flippase-like domain-containing protein
1.3656874690810363,-1.0505411511850256,-0.27169126971858154,-0.04345504817742578,1,HAH_RS02130,16292.940301490373,0.06006172907718922,1,HAH_0443,30S ribosomal protein S19e
1.4819584554931573,-0.7276974822033971,-0.2588200128586322,-0.495440960431128,1,HAH_RS02135,4020.9582498325335,0.1174185927195478,1,HAH_0444,DNA-binding protein
1.3316038197328246,-0.32188464106090053,-0.963237582990045,-0.046481595681879886,1,HAH_RS02150,6492.702515693093,0.3486208674388696,1,HAH_0447,histidine--tRNA ligase
1.4885526748133981,-0.45963712967635434,-0.49487548884610566,-0.5340400562909371,1,HAH_RS02180,16202.249326989522,0.3366664732035923,1,HAH_0453,proteasome-activating nucleotidase
1.3170518941695275,-0.7617267063345244,0.3254687738882638,-0.8807939617232654,1,HAH_RS02185,3175.906996428282,-0.13227164592233756,1,HAH_0454,PQQ-binding-like beta-propeller repeat protein
1.473084779790418,-0.666412229994185,-0.5108283835665614,-0.2958441662296727,1,HAH_RS02190,1408.0866771994051,0.13441030130636245,1,HAH_0455,pyruvoyl-dependent arginine decarboxylase
1.3908677865092705,-1.0236285762950417,-0.2349658850005556,-0.13227332521367785,1,HAH_RS02205,8577.662200178695,0.00682321342635562,1,HAH_0458,translation initiation factor IF-2
1.3547282336165962,-0.49904553094192655,0.15820823366667938,-1.0138909363413464,1,HAH_RS02210,558.3268915293353,-0.10067224666590996,1,HAH_0459,plastocyanin/azurin family copper-binding protein
1.1021530194108242,-0.8263665072046424,0.6848257510484161,-0.9606122632545979,1,HAH_RS02225,867.7450830214176,-0.6914074494922927,1,HAH_0462,CopG family transcriptional regulator
1.4929878536263825,-0.5211949736146377,-0.39803797778928207,-0.5737549022224635,1,HAH_RS02240,459.6650554501496,0.09598850722582164,1,HAH_0465,hypothetical protein
0.9405265391665019,-0.9179206213500902,0.8872122536121517,-0.9098181714285627,1,HAH_RS02250,497.9568230697068,-0.7764540693907834,1,HAH_0467,hypothetical protein
1.4910995593491148,-0.6327496497479249,-0.39787783776104,-0.4604720718401498,1,HAH_RS02270,4026.8788905424863,0.02241376223132448,1,HAH_0471,tRNA pseudouridine(54/55) synthase Pus10
1.4334282939021656,-0.7402368140384579,0.023123255835410653,-0.7163147356991213,1,HAH_RS02275,1722.6817198594867,-0.00184705136773352,1,HAH_0472,mechanosensitive ion channel family protein
1.4604694416235682,-0.6465166103042453,-0.09245967283323728,-0.7214931584860866,1,HAH_RS02280,524.8332293427235,0.03388846503182687,1,HAH_0473,undecaprenyl-diphosphate phosphatase
1.174988527217552,-1.174828137468256,0.49911310777773177,-0.49927349752702765,1,HAH_RS02285,247.50105728295568,-0.2008139666874608,1,HAH_0474,DUF4382 domain-containing protein
1.2120839448100704,-0.9161654441206155,0.5238306905128153,-0.819749191202271,1,HAH_RS02300,48.219271993015,-0.4343575752742509,NA,HAH_0477,hypothetical protein
1.2645769475268442,-0.955121775035107,0.42524300042093033,-0.7346981729126678,1,HAH_RS02305,278.70052700136915,-0.32431363302798555,1,HAH_0478,universal stress protein
1.3843284016258377,-0.7759970975963041,0.17238480704732345,-0.7807161110768568,1,HAH_RS02310,487.709193531024,-0.3211555811296925,1,HAH_0479,cation acetate symporter
1.3463074453542192,-0.7934860600024836,0.26583375925714026,-0.8186551446088761,1,HAH_RS02315,141.26392857894143,-0.37086023629637127,NA,HAH_0480,DUF4212 domain-containing protein
